ZPPG_id,Longitude,Latitude,Shortitude,Deltitude,Feng_Shui_of_Surrounding_Area,Local_Value_of_Pi,Murphys_Constant,Strange_Smell_EXTREMELY,Strange_Smell_No,Strange_Smell_Somewhat,Air_Tastes_Like_Apples,Air_Tastes_Like_Burning,Air_Tastes_Like_Copper,Air_Tastes_Like_Mint,Air_Tastes_Like_Nothing_In_Particular,Otherworldly_Skittering,Unearthly_Squelching,Eerie_Silence,Impossible_Humming,Unnatural_Buzzing,ZPPG_Performance
5165,89.805,70.498,-7.002,15.508,0.5,3.1514,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1534
5166,-115.559,-32.193,-27.352,48.606,0.5,3.1444,4.93,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.204
5167,66.32,-86.077,-36.123,62.574,0.5,3.1649,1.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.509
5168,175.137,46.268,-31.656,28.459,1.0,3.1359,4.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1711
5169,-65.207,55.245,-12.31,46.014,0.5,3.1532,4.85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1374
5170,-165.634,-29.44,40.068,42.475,0.0,3.1248,2.83,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1321
5171,21.469,39.897,33.92,4.214,0.5,3.1525,4.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0712
5172,106.558,-53.408,-40.968,22.019,0.5,3.1705,3.81,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1075
5173,-89.689,35.781,-66.694,71.012,0.5,3.1246,3.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1893
5174,-164.218,-40.877,-23.481,-70.436,0.5,3.1343,1.63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5639
5175,-11.242,-73.992,-66.472,-9.133,1.0,3.1179,4.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1325
5176,113.137,-60.942,22.875,74.785,0.5,3.1447,3.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5903
5177,-115.28,36.499,-36.616,-65.481,0.5,3.1573,4.58,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2789
5178,95.855,-15.982,-59.064,48.166,0.5,3.1738,2.68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.473
5179,133.476,15.296,41.631,29.353,0.0,3.1162,4.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.054299999999999994
5180,119.626,-22.068,43.419,10.833,0.5,3.1328,2.81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47090000000000004
5181,58.344,-30.742,-11.886,-19.066,0.5,3.1515,4.97,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1867
5182,141.922,15.535,3.919,-37.898,0.5,3.1588,3.26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4878
5183,129.542,58.39,-49.718,49.478,0.5,3.1383,4.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1812
5184,87.22,60.232,23.788,-33.773,0.5,3.1484,5.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1543
5185,44.869,84.597,-14.07,39.369,0.5,3.1362,3.22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3715
5186,-76.548,-45.929,-28.5,21.065,0.5,3.1254,2.56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4826
5187,-47.962,33.365,-57.903,-43.784,0.5,3.1486,5.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0823
5188,-82.171,31.41,31.038,-38.707,0.0,3.1151,4.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.083
5189,149.736,-42.631,46.785,-54.153,0.5,3.1289,3.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1121
5190,12.173,-34.548,-7.156,-14.164,0.0,3.1264,1.41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24359999999999998
5191,-65.855,-55.498,70.627,-16.498,0.5,3.1603,2.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1328
5192,74.495,-55.594,58.657,-16.703,0.5,3.1425,4.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1691
5193,-102.681,38.838,50.337,-21.935,0.5,3.1275,5.66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0311
5194,-127.01,-43.981,78.325,-19.992,0.5,3.1514,5.41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.069
5195,-40.796,-54.027,-39.176,-32.939,0.5,3.1564,4.79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.20559999999999998
5196,144.215,29.17,-42.707,-15.61,0.5,3.1401,3.73,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32170000000000004
5197,-64.99,15.88,-15.688,-13.46,0.5,3.1305,3.76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2132
5198,-108.646,-31.5,-41.538,-10.611,0.0,3.1386,4.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0796
5199,55.945,-62.255,-30.931,57.827,0.0,3.1526,3.53,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5501
5200,-104.841,49.108,-22.246,52.679,0.5,3.1464,5.12,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1475
5201,-74.076,-38.143,-57.322,-33.128,0.0,3.1217,3.69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33409999999999995
5202,173.669,11.94,-18.532,59.709,0.5,3.1746,4.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3372
5203,39.431,22.246,2.219,70.551,0.5,3.1405,3.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3978
5204,-124.621,40.528,-25.733,30.753,0.5,3.1552,4.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0506
5205,-1.87,-38.11,-48.773,34.321,0.0,3.1139,1.27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4353
5206,-137.795,-43.101,-26.186,28.481,0.5,3.131,4.97,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1862
5207,-155.341,40.546,40.504,40.433,0.5,3.1588,2.91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40369999999999995
5208,-71.195,40.775,43.304,34.9,0.0,3.1359,4.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2384
5209,15.736,45.891,43.78,41.3,0.5,3.121,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2646
5210,65.131,-30.552,-38.437,34.83,0.5,3.1643,4.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2804
5211,-34.863,-43.225,-36.752,-44.684,0.5,3.1188,4.89,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25670000000000004
5212,-150.165,-75.49,-46.078,-41.542,0.5,3.1376,3.49,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1848
5213,-179.519,-63.141,-62.254,47.027,0.5,3.1527,4.74,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2907
5214,124.937,38.511,26.971,-42.285,0.0,3.1525,4.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.599
5215,-78.542,61.042,-8.829,25.211,0.5,3.1171,3.92,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3411
5216,175.311,-39.291,37.898,-29.263,0.0,3.1409,4.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1011
5217,122.733,-60.193,-53.273,37.45,0.5,3.1254,4.87,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1535
5218,174.17,-29.912,69.113,-45.904,0.5,3.1138,2.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25170000000000003
5219,-121.334,-39.992,-24.161,63.72,1.0,3.1446,4.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2557
5220,97.979,-49.732,39.76,41.022,0.5,3.1671,3.41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43200000000000005
5221,-54.446,18.366,43.638,-58.821,0.5,3.1486,3.61,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2716
5222,-73.286,-45.351,34.292,-42.37,0.5,3.1666,3.94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5217
5223,26.283,11.607,-21.525,22.379,0.0,3.1464,5.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0565
5224,-6.071,51.178,32.425,-57.549,0.5,3.122,3.88,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3247
5225,-74.325,-51.657,16.765,49.217,0.5,3.167,1.61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2888
5226,-109.319,-61.385,-11.38,-52.688,0.5,3.1187,4.34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3118
5227,-67.721,12.519,32.0,30.626,0.5,3.1322,5.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0728
5228,-6.32,8.58,64.149,-14.747,0.5,3.1233,3.96,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1451
5229,154.746,79.747,50.559,11.656,0.0,3.1341,2.11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.042199999999999994
5230,-62.991,34.972,12.208,-27.086,0.5,3.1129,3.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0759
5231,168.172,38.482,-32.017,42.978,0.5,3.1457,5.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1478
5232,-95.006,34.583,-16.435,-34.367,0.5,3.1188,2.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1277
5233,149.775,-22.828,-32.574,39.79,0.0,3.1618,3.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0192
5234,13.231,-21.829,-69.317,-23.963,0.5,3.1176,5.26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10880000000000001
5235,29.4,-58.582,-8.133,19.943,0.0,3.1399,5.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1134
5236,155.973,-55.234,-41.377,-35.703,0.5,3.1206,4.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.233
5237,-73.671,-17.561,9.074,-22.221,0.5,3.1419,2.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0647
5238,114.265,-22.735,33.69,-36.607,0.5,3.156,3.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2673
5239,103.232,-52.384,-18.845,48.09,0.5,3.1267,5.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.054299999999999994
5240,-114.639,-37.489,-24.494,-64.527,0.5,3.1064,3.88,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21530000000000002
5241,151.078,-58.46,26.016,15.686,0.0,3.137,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0535
5242,-173.432,-19.77,-31.019,-33.156,0.5,3.1298,3.47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2871
5243,49.15,-52.505,46.515,22.595,0.5,3.1193,3.02,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3675
5244,47.202,28.378,-22.616,-40.462,0.0,3.1219,3.81,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2469
5245,-25.815,7.738,15.376,36.492,1.0,3.1266,4.47,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2501
5246,134.378,-74.509,38.482,8.156,0.5,3.1269,3.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4839
5247,-121.322,-39.067,22.488,4.455,0.0,3.1599,3.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1389
5248,96.587,53.579,41.894,36.658,0.0,3.1518,2.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23989999999999997
5249,56.115,37.302,24.8,25.327,0.5,3.1125,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2043
5250,150.697,54.579,60.302,45.259,0.0,3.1103,5.16,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0787
5251,-34.82,-14.885,-51.592,67.936,0.5,3.121,4.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.018799999999999997
5252,82.22,59.032,-32.468,-16.527,0.5,3.1441,2.68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2152
5253,19.515,-25.608,-24.533,-72.514,1.0,3.1619,5.49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21289999999999998
5254,129.302,-15.857,-51.74,-50.571,0.5,3.1391,3.92,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3936
5255,-68.033,16.397,55.609,18.824,0.5,3.1261,4.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1602
5256,-121.126,-32.608,-37.315,-31.795,0.0,3.1449,3.08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2999
5257,-169.46,23.642,30.842,-16.116,0.5,3.1438,1.43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34840000000000004
5258,9.365,48.75,31.513,-36.845,0.5,3.1665,4.03,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38020000000000004
5259,100.276,2.429,25.914,31.768,0.0,3.131,3.77,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2616
5260,32.825,-30.032,21.371,27.015,0.5,3.1161,3.81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2683
5261,-112.389,34.995,-19.962,64.282,0.5,3.1175,1.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.204
5262,-52.143,23.819,-56.227,26.076,0.0,3.1295,3.18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0241
5263,152.137,-25.716,-43.996,-61.857,0.5,3.1385,4.15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.10869999999999999
5264,37.616,25.458,-55.684,-36.688,0.5,3.1471,2.38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6164999999999999
5265,69.292,-22.955,-51.547,-13.778,0.5,3.153,2.59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4729
5266,147.044,22.738,75.524,-46.026,0.5,3.1397,3.17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3397
5267,-96.075,-38.417,34.076,-45.696,0.5,3.1497,5.06,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3295
5268,-108.569,-31.23,-20.399,-36.873,0.5,3.1423,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.366
5269,-150.929,54.192,71.072,-40.651,0.5,3.1065,3.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23440000000000003
5270,11.548,-40.298,-39.288,-19.874,0.0,3.1284,4.38,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3569
5271,-48.268,-20.256,28.744,-48.976,0.5,3.1062,3.96,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.029500000000000002
5272,-150.592,20.77,45.319,-53.941,0.5,3.1232,4.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20199999999999999
5273,143.637,51.026,-55.665,-25.625,0.5,3.1413,3.49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3017
5274,-151.446,49.945,22.972,60.161,0.5,3.1571,1.47,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3381
5275,41.204,-38.651,43.157,-57.689,0.0,3.1465,2.67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4439
5276,163.853,-49.23,-60.461,34.788,0.5,3.151,3.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3024
5277,139.311,-59.462,-11.488,-20.291,0.5,3.1428,5.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0557
5278,68.465,36.435,35.013,-6.746,0.5,3.155,5.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2241
5279,-68.077,3.94,48.023,-35.11,0.0,3.1397,2.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3897
5280,-63.393,23.418,-34.924,7.487,0.5,3.1182,5.18,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0371
5281,-87.318,-11.053,35.433,57.043,0.5,3.1346,4.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0473
5282,58.084,-73.984,-74.612,49.025,0.5,3.1092,4.26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3481
5283,151.55,46.668,14.535,53.204,0.5,3.1452,2.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0836
5284,-44.278,70.438,37.883,35.132,0.5,3.1416,2.76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4696
5285,-46.637,-73.591,-28.852,-3.785,0.5,3.1427,3.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3086
5286,151.807,43.833,-51.109,-36.321,0.5,3.1531,4.86,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1861
5287,-128.006,-9.118,-66.551,17.905,0.0,3.1555,5.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.051699999999999996
5288,-121.853,-36.918,8.176,-44.639,0.5,3.1419,3.18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2801
5289,70.529,-63.953,8.452,-29.463,0.0,3.1608,3.76,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4915
5290,116.869,-48.248,-25.709,52.993,0.5,3.1662,3.86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6783
5291,-127.882,12.156,-40.536,-28.873,0.5,3.1586,4.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3395
5292,-148.344,-8.764,-65.94,49.282,0.5,3.1344,2.68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1213
5293,-51.888,-50.026,28.01,-17.535,1.0,3.1708,1.61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3005
5294,164.695,-12.432,44.059,11.304,0.5,3.1239,3.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2041
5295,-154.525,-45.993,-24.151,41.559,0.0,3.1129,4.64,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2066
5296,37.571,-11.871,56.966,-42.388,0.5,3.1493,2.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34909999999999997
5297,7.186,36.613,-47.608,-56.49,0.5,3.1693,2.83,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4372
5298,-76.345,40.089,12.615,-22.574,0.5,3.1346,2.21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3973
5299,-22.276,59.949,-4.049,-31.868,0.5,3.1476,5.53,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0415
5300,-3.843,56.989,-53.639,43.81,0.5,3.1372,5.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24969999999999998
5301,51.537,-20.123,-36.637,10.817,0.5,3.1335,4.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1002
5302,-50.251,39.142,-37.347,-28.674,0.0,3.1241,4.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0129
5303,-23.995,-76.483,-18.935,-55.548,0.0,3.1258,3.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2198
5304,88.787,-56.586,22.34,-30.861,0.0,3.1358,1.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2133
5305,83.056,-35.513,-39.432,43.615,0.5,3.1423,1.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4692
5306,-81.733,-20.302,-37.865,6.559,0.5,3.145,4.16,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1099
5307,65.366,14.748,41.324,-10.636,0.5,3.1663,4.17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22649999999999998
5308,-97.843,-41.218,-24.028,63.667,0.5,3.1379,3.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25
5309,-68.776,-41.518,-46.311,22.1,0.5,3.1271,3.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31579999999999997
5310,-13.917,34.959,-44.421,28.051,0.0,3.1368,2.82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07
5311,-117.202,-7.907,39.823,8.012,0.0,3.1627,3.94,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.051500000000000004
5312,-1.069,-41.802,52.502,-35.551,0.0,3.1458,1.87,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1011
5313,-165.618,45.414,52.443,-39.193,0.5,3.1525,2.88,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41
